"Date","Price","Open","High","Low","Vol.","Change %"
"25/08/2021","237.07","235.68","238.99","234.67","37.94M","0.38%"
"24/08/2021","236.16","236.89","238.41","234.21","39.25M","0.31%"
"23/08/2021","235.43","228.48","237.38","226.92","60.80M","3.83%"
"20/08/2021","226.75","227.62","230.71","224.57","44.53M","1.01%"
"19/08/2021","224.49","226.07","228.85","222.53","42.94M","-2.25%"
"18/08/2021","229.66","223.25","231.92","223.12","61.05M","3.50%"
"17/08/2021","221.90","224.22","224.86","216.28","71.16M","-2.98%"
"16/08/2021","228.72","235.02","236.50","225.47","69.31M","-4.32%"
"13/08/2021","239.06","241.24","243.30","238.11","50.19M","-0.70%"
"12/08/2021","240.75","235.45","240.93","233.13","53.05M","2.04%"
"11/08/2021","235.94","237.57","238.39","234.74","29.40M","-0.31%"
"10/08/2021","236.66","238.00","238.86","233.96","40.30M","-0.53%"
"09/08/2021","237.92","236.72","239.68","235.04","44.15M","2.10%"
"06/08/2021","233.03","237.30","238.78","232.54","46.87M","-2.17%"
"05/08/2021","238.21","238.67","240.32","237.14","38.76M","0.52%"
"04/08/2021","236.97","237.00","241.63","236.31","51.01M","0.17%"
"03/08/2021","236.58","239.67","240.88","233.67","64.86M","0.01%"
"02/08/2021","236.56","233.33","242.31","232.80","100.85M","3.27%"
"30/07/2021","229.07","223.92","232.51","223.00","88.97M","1.45%"
"29/07/2021","225.78","216.60","227.90","216.27","91.18M","4.69%"
"28/07/2021","215.66","215.66","218.32","213.13","48.02M","0.34%"
"27/07/2021","214.93","221.13","222.17","209.08","98.44M","-1.95%"
"26/07/2021","219.21","216.99","222.73","215.70","76.01M","2.21%"
"23/07/2021","214.46","215.45","216.27","212.43","43.82M","-0.91%"
"22/07/2021","216.42","218.81","220.72","214.87","45.32M","-0.92%"
"21/07/2021","218.43","219.87","221.62","216.76","41.86M","-0.79%"
"20/07/2021","220.17","217.33","220.80","213.50","46.46M","2.21%"
"19/07/2021","215.41","209.96","215.73","207.10","63.89M","0.31%"
"16/07/2021","214.74","218.23","218.90","214.07","49.11M","-0.98%"
"15/07/2021","216.87","219.46","222.05","212.63","60.63M","-0.43%"
"14/07/2021","217.79","223.58","226.20","217.61","64.92M","-2.27%"
"13/07/2021","222.85","228.77","231.09","222.10","62.90M","-2.50%"
"12/07/2021","228.57","220.73","229.08","220.72","77.78M","4.38%"
"09/07/2021","218.98","217.73","219.64","214.90","54.42M","0.63%"
"08/07/2021","217.60","209.46","218.14","206.82","68.32M","1.27%"
"07/07/2021","214.88","221.42","221.90","212.77","56.38M","-2.26%"
"06/07/2021","219.86","227.24","228.00","217.13","69.85M","-2.85%"
"02/07/2021","226.30","226.33","233.33","224.42","81.29M","0.14%"
"01/07/2021","225.97","227.97","229.33","224.27","55.90M","-0.26%"
"30/06/2021","226.57","226.59","230.94","226.05","56.78M","-0.16%"
"29/06/2021","226.92","228.22","229.17","225.30","52.14M","-1.16%"
"28/06/2021","229.57","223.88","231.57","223.44","64.89M","2.51%"
"25/06/2021","223.96","229.86","231.27","222.90","97.49M","-1.17%"
"24/06/2021","226.61","225.00","232.54","222.54","137.95M","3.54%"
"23/06/2021","218.86","210.67","219.07","210.01","93.30M","5.27%"
"22/06/2021","207.90","206.08","209.52","205.17","57.48M","0.46%"
"21/06/2021","206.94","208.16","210.46","202.96","74.44M","-0.40%"
"18/06/2021","207.77","204.46","209.45","203.93","73.68M","1.09%"
"17/06/2021","205.53","200.63","207.16","200.45","68.10M","1.94%"
"16/06/2021","201.62","199.18","202.83","197.83","66.43M","0.92%"
"15/06/2021","199.79","205.56","205.60","199.41","53.29M","-2.97%"
"14/06/2021","205.90","204.08","208.50","203.06","61.27M","1.28%"
"11/06/2021","203.30","203.41","204.19","200.51","48.62M","-0.04%"
"10/06/2021","203.37","201.29","205.53","200.17","71.76M","1.89%"
"09/06/2021","199.59","200.72","203.93","199.21","49.75M","-0.80%"
"08/06/2021","201.20","207.67","207.70","198.50","78.16M","-0.25%"
"07/06/2021","201.71","197.27","203.33","194.29","67.63M","1.01%"
"04/06/2021","199.68","193.24","200.20","192.40","72.11M","4.58%"
"03/06/2021","190.95","200.60","201.52","190.41","90.34M","-5.33%"
"02/06/2021","201.71","206.71","207.79","199.71","69.91M","-3.01%"
"01/06/2021","207.97","209.27","211.27","206.85","54.26M","-0.21%"
"28/05/2021","208.41","209.50","211.86","207.46","68.21M","-0.89%"
"27/05/2021","210.28","206.75","210.38","205.40","79.11M","1.89%"
"26/05/2021","206.38","202.52","208.72","200.50","85.92M","2.39%"
"25/05/2021","201.56","202.44","204.66","198.57","84.02M","-0.29%"
"24/05/2021","202.15","193.87","204.83","191.22","103.67M","4.40%"
"21/05/2021","193.63","198.70","198.89","193.33","78.09M","-1.01%"
"20/05/2021","195.59","191.67","196.28","190.36","92.46M","4.14%"
"19/05/2021","187.82","184.18","188.74","182.33","118.74M","-2.49%"
"18/05/2021","192.62","189.33","198.75","187.79","110.49M","0.18%"
"17/05/2021","192.28","191.85","196.58","187.07","97.17M","-2.19%"
"14/05/2021","196.58","194.47","197.62","190.15","100.11M","3.16%"
"13/05/2021","190.56","200.51","202.15","186.55","132.56M","-3.09%"
"12/05/2021","196.63","200.83","206.80","195.59","101.47M","-4.42%"
"11/05/2021","205.73","199.75","209.03","198.53","139.51M","-1.88%"
"10/05/2021","209.68","221.63","221.68","209.20","94.18M","-6.44%"
"07/05/2021","224.12","221.93","230.00","220.07","70.41M","1.33%"
"06/05/2021","221.18","226.92","227.01","216.67","83.35M","-1.10%"
"05/05/2021","223.65","227.02","228.43","222.45","65.71M","-0.39%"
"04/05/2021","224.53","226.31","227.82","219.23","89.22M","-1.65%"
"03/05/2021","228.30","234.60","235.33","226.83","81.13M","-3.46%"
"30/04/2021","236.48","222.53","238.49","222.05","122.28M","4.79%"
"29/04/2021","225.67","233.17","234.08","222.83","86.54M","-2.51%"
"28/04/2021","231.47","232.14","236.17","231.20","66.81M","-1.47%"
"27/04/2021","234.91","239.32","241.33","234.45","88.31M","-4.53%"
"26/04/2021","246.07","247.00","249.77","244.20","93.12M","1.21%"
"23/04/2021","243.13","239.93","245.79","238.49","85.24M","1.35%"
"22/04/2021","239.90","247.17","251.26","239.35","106.77M","-3.28%"
"21/04/2021","248.04","234.92","248.28","232.67","93.65M","3.50%"
"20/04/2021","239.66","239.14","245.75","236.89","106.83M","0.61%"
"19/04/2021","238.21","239.87","241.80","230.60","119.06M","-3.40%"
"16/04/2021","246.59","242.88","249.80","241.53","83.94M","0.13%"
"15/04/2021","246.28","247.70","247.90","240.44","83.55M","0.90%"
"14/04/2021","244.08","256.90","260.26","242.68","147.05M","-3.95%"
"13/04/2021","254.11","237.57","254.33","236.89","133.96M","8.60%"
"12/04/2021","233.99","228.57","234.93","227.36","87.41M","3.69%"
"09/04/2021","225.67","225.92","226.99","223.14","64.31M","-0.99%"
"08/04/2021","227.93","225.79","229.85","223.88","71.77M","1.91%"
"07/04/2021","223.66","229.00","230.46","222.61","78.93M","-2.99%"
"06/04/2021","230.54","230.10","232.18","227.12","84.82M","0.08%"
"05/04/2021","230.35","235.90","236.05","228.23","125.53M","4.43%"
"01/04/2021","220.58","229.46","230.81","219.81","105.90M","-0.93%"
"31/03/2021","222.64","215.54","224.00","213.70","100.01M","5.08%"
"30/03/2021","211.87","200.58","212.55","197.00","118.30M","3.98%"
"29/03/2021","203.76","205.21","205.49","198.67","85.91M","-1.20%"
"26/03/2021","206.24","213.96","214.61","199.96","101.56M","-3.39%"
"25/03/2021","213.46","204.33","215.17","203.17","117.68M","1.61%"
"24/03/2021","210.09","222.64","222.67","210.04","101.39M","-4.82%"
"23/03/2021","220.72","225.26","225.93","219.17","91.48M","-1.17%"
"22/03/2021","223.33","228.20","233.21","222.92","118.54M","2.31%"
"19/03/2021","218.29","215.53","219.08","208.21","128.68M","0.26%"
"18/03/2021","217.72","228.10","229.74","217.33","100.11M","-6.93%"
"17/03/2021","233.94","218.96","234.58","217.00","121.12M","3.68%"
"16/03/2021","225.63","234.45","235.97","223.67","96.59M","-4.39%"
"15/03/2021","235.98","231.36","237.73","228.01","88.27M","2.05%"
"12/03/2021","231.24","223.33","231.63","222.05","100.75M","-0.84%"
"11/03/2021","233.20","233.13","234.17","225.73","108.76M","4.72%"
"10/03/2021","222.69","233.43","239.28","218.35","181.82M","-0.82%"
"09/03/2021","224.53","202.73","226.03","198.40","202.57M","19.64%"
"08/03/2021","187.67","200.18","206.71","186.26","155.36M","-5.84%"
"05/03/2021","199.32","208.69","209.28","179.83","268.19M","-3.78%"
"04/03/2021","207.15","218.60","222.82","200.00","197.76M","-4.86%"
"03/03/2021","217.73","229.33","233.57","217.23","90.62M","-4.84%"
"02/03/2021","228.81","239.43","240.37","228.33","71.20M","-4.45%"
"01/03/2021","239.48","230.04","239.67","228.35","81.41M","6.36%"
"26/02/2021","225.17","233.33","235.57","219.84","123.27M","-0.99%"
"25/02/2021","227.41","242.05","245.74","223.53","117.07M","-8.06%"
"24/02/2021","247.34","237.28","248.33","231.39","110.30M","6.18%"
"23/02/2021","232.95","220.71","237.87","206.33","199.82M","-2.19%"
"22/02/2021","238.17","254.21","256.17","236.73","111.81M","-8.55%"
"19/02/2021","260.43","265.00","265.60","259.12","56.88M","-0.77%"
"18/02/2021","262.46","260.30","264.90","258.76","53.87M","-1.35%"
"17/02/2021","266.05","259.70","266.61","254.00","78.24M","0.24%"
"16/02/2021","265.41","272.67","273.67","264.15","59.41M","-2.44%"
"12/02/2021","272.04","267.09","272.44","261.78","71.31M","0.55%"
"11/02/2021","270.55","270.81","276.63","267.24","64.87M","0.85%"
"10/02/2021","268.27","281.21","281.61","266.67","108.65M","-5.26%"
"09/02/2021","283.15","285.04","286.60","280.58","45.47M","-1.62%"
"08/02/2021","287.81","289.89","292.59","284.92","60.49M","1.31%"
"05/02/2021","284.08","281.67","288.26","279.66","55.70M","0.26%"
"04/02/2021","283.33","285.00","285.50","277.81","47.44M","-0.55%"
"03/02/2021","284.90","292.34","292.69","284.35","55.03M","-2.07%"
"02/02/2021","290.93","281.56","293.50","280.73","73.04M","3.93%"
"01/02/2021","279.94","271.43","280.67","265.19","76.17M","5.83%"
"29/01/2021","264.51","276.67","280.80","260.03","104.97M","-5.02%"
"28/01/2021","278.48","273.33","282.67","267.00","79.13M","-3.32%"
"27/01/2021","288.05","290.12","297.17","286.22","82.00M","-2.14%"
"26/01/2021","294.36","297.13","298.63","290.53","69.40M","0.26%"
"25/01/2021","293.60","285.00","300.13","279.61","123.52M","4.03%"
"22/01/2021","282.21","278.10","282.67","276.21","60.20M","0.20%"
"21/01/2021","281.66","285.00","285.24","280.47","61.79M","-0.64%"
"20/01/2021","283.48","286.25","286.50","279.09","77.00M","0.70%"
"19/01/2021","281.52","279.27","283.33","277.67","76.10M","2.23%"
"15/01/2021","275.39","284.00","286.63","273.03","116.33M","-2.23%"
"14/01/2021","281.67","281.13","287.67","279.58","93.80M","-1.10%"
"13/01/2021","284.80","284.25","286.82","277.33","99.94M","0.59%"
"12/01/2021","283.15","277.00","289.33","275.78","138.81M","4.72%"
"11/01/2021","270.40","283.13","284.81","267.87","178.66M","-7.82%"
"08/01/2021","293.34","285.33","294.83","279.46","225.17M","7.84%"
"07/01/2021","272.01","259.21","272.33","258.40","154.50M","7.94%"
"06/01/2021","251.99","252.83","258.00","249.70","134.10M","2.84%"
"05/01/2021","245.04","241.22","246.95","239.73","96.74M","0.73%"
"04/01/2021","243.26","239.82","248.16","239.06","145.92M","3.42%"
"31/12/2020","235.22","233.33","239.57","230.37","148.95M","1.57%"
"30/12/2020","231.59","224.00","232.20","222.79","128.54M","4.32%"
"29/12/2020","222.00","220.33","223.30","218.33","68.73M","0.35%"
"28/12/2020","221.23","224.84","227.13","220.27","96.84M","0.29%"
"24/12/2020","220.59","214.33","222.03","213.67","68.60M","2.44%"
"23/12/2020","215.33","210.73","217.17","207.52","99.52M","0.88%"
"22/12/2020","213.45","216.00","216.63","204.74","155.58M","-1.46%"
"21/12/2020","216.62","222.08","222.83","215.36","174.14M","-6.49%"
"18/12/2020","231.67","222.97","231.67","209.51","666.38M","5.96%"
"17/12/2020","218.63","209.40","219.61","206.50","168.81M","5.32%"
"16/12/2020","207.59","209.41","210.83","201.67","126.29M","-1.65%"
"15/12/2020","211.08","214.43","215.63","207.93","135.67M","-1.03%"
"14/12/2020","213.28","206.33","214.25","203.40","156.12M","4.89%"
"11/12/2020","203.33","205.00","208.00","198.93","139.42M","-2.72%"
"10/12/2020","209.02","191.46","209.25","188.78","201.25M","3.74%"
"09/12/2020","201.49","217.90","218.11","196.00","213.87M","-6.99%"
"08/12/2020","216.63","208.50","217.09","206.17","192.80M","1.27%"
"07/12/2020","213.92","201.64","216.26","201.02","168.93M","7.13%"
"04/12/2020","199.68","197.00","199.68","195.17","88.20M","0.95%"
"03/12/2020","197.79","196.67","199.66","194.14","127.66M","4.32%"
"02/12/2020","189.61","185.48","190.51","180.40","143.33M","-2.73%"
"01/12/2020","194.92","199.20","199.28","190.68","121.15M","3.02%"
"30/11/2020","189.20","200.74","202.60","184.84","189.01M","-3.10%"
"27/11/2020","195.25","193.72","199.59","192.82","112.68M","2.05%"
"25/11/2020","191.33","183.35","191.33","181.79","146.79M","3.35%"
"24/11/2020","185.13","180.13","186.66","175.40","160.95M","6.43%"
"23/11/2020","173.95","167.83","175.33","167.26","150.78M","6.58%"
"20/11/2020","163.20","166.00","167.50","163.02","98.74M","-1.93%"
"19/11/2020","166.42","164.00","169.54","162.52","187.43M","2.60%"
"18/11/2020","162.21","149.45","165.33","147.83","234.13M","10.20%"
"17/11/2020","147.20","153.39","154.00","144.34","183.56M","8.21%"
"16/11/2020","136.03","136.31","137.48","134.70","80.52M","-0.10%"
"13/11/2020","136.17","136.95","137.51","133.89","59.49M","-0.79%"
"12/11/2020","137.25","138.35","141.00","136.51","59.82M","-1.29%"
"11/11/2020","139.04","138.82","139.56","136.86","52.07M","1.65%"
"10/11/2020","136.79","140.03","140.03","132.01","90.85M","-2.59%"
"09/11/2020","140.42","146.50","150.83","140.33","104.50M","-2.02%"
"06/11/2020","143.32","145.37","145.52","141.43","65.12M","-1.86%"
"05/11/2020","146.03","142.77","146.67","141.33","85.24M","4.06%"
"04/11/2020","140.33","143.54","145.13","139.03","96.43M","-0.69%"
"03/11/2020","141.30","136.58","142.59","135.56","103.06M","5.84%"
"02/11/2020","133.50","131.33","135.66","130.77","87.06M","3.21%"
"30/10/2020","129.35","135.63","135.86","126.37","127.76M","-5.55%"
"29/10/2020","136.94","136.65","139.35","135.49","67.97M","1.18%"
"28/10/2020","135.34","138.83","139.53","135.33","76.35M","-4.39%"
"27/10/2020","141.56","141.25","143.50","140.03","68.06M","1.05%"
"26/10/2020","140.09","137.21","141.92","136.67","84.72M","-0.08%"
"23/10/2020","140.21","140.61","140.96","135.79","101.15M","-1.21%"
"22/10/2020","141.93","147.31","148.41","141.50","119.98M","0.75%"
"21/10/2020","140.88","140.90","144.32","140.42","97.11M","0.17%"
"20/10/2020","140.65","143.92","143.92","139.68","94.97M","-2.06%"
"19/10/2020","143.61","148.75","149.00","142.96","108.86M","-2.01%"
"16/10/2020","146.56","151.48","151.98","146.28","98.33M","-2.05%"
"15/10/2020","149.63","150.10","152.19","147.50","107.02M","-2.69%"
"14/10/2020","153.77","149.93","155.30","149.12","144.14M","3.28%"
"13/10/2020","148.88","147.78","149.63","145.53","103.39M","0.98%"
"12/10/2020","147.43","147.33","149.58","146.19","116.37M","1.91%"
"09/10/2020","144.67","143.38","144.86","142.15","86.78M","1.90%"
"08/10/2020","141.97","146.15","146.33","141.77","121.26M","0.15%"
"07/10/2020","141.77","139.96","143.30","137.95","129.38M","2.73%"
"06/10/2020","137.99","141.26","142.93","135.35","147.44M","-2.75%"
"05/10/2020","141.89","141.12","144.55","139.78","134.17M","2.55%"
"02/10/2020","138.36","140.46","146.38","138.33","214.29M","-7.38%"
"01/10/2020","149.39","146.92","149.63","144.81","152.22M","4.46%"
"30/09/2020","143.00","140.44","144.64","140.16","144.44M","2.37%"
"29/09/2020","139.69","138.67","142.83","137.20","151.02M","-0.51%"
"28/09/2020","140.40","141.54","142.69","138.52","149.16M","3.40%"
"25/09/2020","135.78","131.16","136.24","130.43","201.63M","5.04%"
"24/09/2020","129.26","121.27","133.17","117.10","289.68M","1.95%"
"23/09/2020","126.79","135.05","137.38","125.29","285.22M","-10.34%"
"22/09/2020","141.41","143.20","145.92","139.20","238.74M","-5.60%"
"21/09/2020","149.80","151.04","151.89","135.69","328.43M","1.64%"
"18/09/2020","147.38","149.31","150.33","142.93","259.22M","4.42%"
"17/09/2020","141.14","138.53","145.93","136.00","230.34M","-4.15%"
"16/09/2020","147.25","146.62","152.60","145.10","217.64M","-1.78%"
"15/09/2020","149.92","145.52","153.98","143.57","291.90M","7.18%"
"14/09/2020","139.87","126.98","140.00","124.43","249.06M","12.58%"
"11/09/2020","124.24","127.31","127.50","120.17","182.15M","0.37%"
"10/09/2020","123.78","128.74","133.00","120.19","254.79M","1.38%"
"09/09/2020","122.09","118.87","123.00","113.84","238.40M","10.92%"
"08/09/2020","110.07","118.67","122.91","109.96","346.40M","-21.06%"
"04/09/2020","139.44","134.27","142.67","124.01","330.97M","2.78%"
"03/09/2020","135.67","135.74","143.93","134.00","262.79M","-9.02%"
"02/09/2020","149.12","159.66","159.68","135.04","288.53M","-5.83%"
"01/09/2020","158.35","167.38","167.50","156.84","270.36M","-4.67%"
"31/08/2020","166.11","148.20","166.71","146.70","355.12M","12.57%"
"28/08/2020","147.56","153.01","154.57","145.77","301.22M","-1.13%"
"27/08/2020","149.25","145.36","153.04","142.83","355.40M","3.97%"
"26/08/2020","143.54","137.33","144.40","136.91","213.59M","6.42%"
"25/08/2020","134.89","131.66","135.20","131.20","159.88M","0.45%"
"24/08/2020","134.28","141.75","141.93","128.50","300.96M","-1.75%"
"21/08/2020","136.67","136.32","139.70","135.00","322.34M","2.41%"
"20/08/2020","133.46","124.05","134.80","123.80","309.18M","6.56%"
"19/08/2020","125.24","124.33","127.40","122.75","183.08M","-0.45%"
"18/08/2020","125.81","126.60","128.26","123.01","247.12M","2.80%"
"17/08/2020","122.38","111.80","123.06","111.52","303.64M","11.20%"
"14/08/2020","110.05","111.00","111.25","108.44","188.66M","1.83%"
"13/08/2020","108.07","107.40","110.08","104.48","306.38M","4.26%"
"12/08/2020","103.65","98.00","105.67","95.67","328.48M","13.12%"
"11/08/2020","91.63","93.07","94.67","91.00","129.39M","-3.11%"
"10/08/2020","94.57","96.53","97.17","92.39","112.83M","-2.35%"
"07/08/2020","96.85","99.97","99.98","94.33","133.45M","-2.48%"
"06/08/2020","99.31","99.39","101.15","98.48","89.89M","0.31%"
"05/08/2020","99.00","99.53","99.99","97.89","74.67M","-0.13%"
"04/08/2020","99.13","99.67","101.83","97.47","126.23M","0.13%"
"03/08/2020","99.00","96.61","100.65","96.29","132.14M","3.79%"
"31/07/2020","95.38","101.00","101.14","94.73","183.70M","-3.81%"
"30/07/2020","99.17","99.20","100.88","98.07","114.32M","-0.78%"
"29/07/2020","99.94","100.07","102.32","99.13","141.40M","1.53%"
"28/07/2020","98.43","100.27","104.31","98.29","237.13M","-4.10%"
"27/07/2020","102.64","95.67","103.20","94.20","240.73M","8.65%"
"24/07/2020","94.47","94.40","97.67","91.10","290.95M","-6.34%"
"23/07/2020","100.87","111.93","112.60","98.72","364.93M","-4.98%"
"22/07/2020","106.16","106.60","108.43","104.13","212.42M","1.53%"
"21/07/2020","104.56","109.33","111.67","103.87","242.36M","-4.54%"
"20/07/2020","109.53","101.27","110.00","99.20","256.82M","9.46%"
"17/07/2020","100.06","100.90","102.50","99.33","139.95M","0.02%"
"16/07/2020","100.04","98.48","102.11","97.73","214.51M","-2.94%"
"15/07/2020","103.07","102.87","103.33","97.13","245.52M","1.93%"
"14/07/2020","101.12","103.73","106.00","95.40","351.27M","1.32%"
"13/07/2020","99.80","110.60","119.67","98.07","584.78M","-3.09%"
"10/07/2020","102.98","93.07","103.26","91.73","350.06M","10.79%"
"09/07/2020","92.95","93.13","93.90","90.09","175.76M","2.08%"
"08/07/2020","91.06","93.67","94.48","87.42","244.67M","-1.73%"
"07/07/2020","92.66","93.67","95.30","89.11","322.35M","1.33%"
"06/07/2020","91.44","85.11","91.85","84.40","308.55M","13.48%"
"02/07/2020","80.58","81.43","81.87","79.04","258.75M","7.96%"
"01/07/2020","74.64","72.20","75.69","72.03","199.90M","3.68%"
"30/06/2020","71.99","67.10","72.51","66.92","253.78M","6.98%"
"29/06/2020","67.29","64.60","67.33","63.23","135.40M","5.17%"
"26/06/2020","63.98","66.32","66.33","63.66","132.82M","-2.66%"
"25/06/2020","65.73","63.62","65.73","62.48","138.82M","2.61%"
"24/06/2020","64.06","66.27","66.73","63.54","164.39M","-4.09%"
"23/06/2020","66.79","66.59","67.47","66.27","95.48M","0.75%"
"22/06/2020","66.29","66.66","67.26","66.00","95.44M","-0.66%"
"19/06/2020","66.73","67.52","67.73","66.09","130.20M","-0.30%"
"18/06/2020","66.93","66.87","67.95","66.30","146.28M","1.23%"
"17/06/2020","66.12","65.85","67.00","65.50","148.36M","0.98%"
"16/06/2020","65.48","67.46","67.53","64.16","210.77M","-0.88%"
"15/06/2020","66.06","61.19","66.59","60.57","235.46M","5.95%"
"12/06/2020","62.35","65.33","65.87","60.84","251.45M","-3.87%"
"11/06/2020","64.86","66.01","67.93","64.80","238.75M","-5.09%"
"10/06/2020","68.34","66.13","68.50","65.50","278.45M","8.98%"
"09/06/2020","62.71","62.67","63.63","61.60","170.82M","-0.98%"
"08/06/2020","63.33","61.27","63.33","60.61","212.62M","7.27%"
"05/06/2020","59.04","58.52","59.10","57.75","117.18M","2.45%"
"04/06/2020","57.63","59.33","59.72","57.23","133.32M","-2.09%"
"03/06/2020","58.86","59.21","59.86","58.67","119.24M","0.15%"
"02/06/2020","58.77","59.65","60.58","58.07","203.48M","-1.84%"
"01/06/2020","59.87","57.20","59.93","56.94","226.28M","7.54%"
"29/05/2020","55.67","53.92","55.67","53.61","177.19M","3.63%"
"28/05/2020","53.72","54.23","54.98","53.45","109.14M","-1.76%"
"27/05/2020","54.68","54.72","55.18","52.33","173.24M","0.16%"
"26/05/2020","54.59","55.63","55.64","54.38","121.35M","0.24%"
"22/05/2020","54.46","54.81","55.45","54.13","149.81M","-1.29%"
"21/05/2020","55.17","54.40","55.50","53.07","183.82M","1.47%"
"20/05/2020","54.37","54.70","55.07","54.12","109.64M","0.93%"
"19/05/2020","53.87","54.34","54.80","53.74","144.55M","-0.68%"
"18/05/2020","54.24","55.19","55.65","53.59","175.47M","1.80%"
"15/05/2020","53.28","52.69","53.67","52.44","157.78M","-0.52%"
"14/05/2020","53.56","52.00","53.56","50.93","205.23M","1.57%"
"13/05/2020","52.73","54.72","55.07","50.89","285.98M","-2.28%"
"12/05/2020","53.96","55.13","56.22","53.87","238.60M","-0.24%"
"11/05/2020","54.09","52.70","54.93","52.33","247.79M","-0.99%"
"08/05/2020","54.63","52.92","54.93","52.47","241.95M","5.06%"
"07/05/2020","52.00","51.81","53.09","51.49","172.92M","-0.33%"
"06/05/2020","52.17","51.77","52.65","50.74","166.85M","1.87%"
"05/05/2020","51.21","52.65","53.26","50.81","254.88M","0.91%"
"04/05/2020","50.75","46.73","50.80","46.53","288.56M","8.56%"
"01/05/2020","46.75","50.33","51.52","45.54","487.98M","-10.32%"
"30/04/2020","52.13","57.01","57.99","50.90","427.08M","-2.32%"
"29/04/2020","53.37","52.68","53.55","52.21","243.24M","4.10%"
"28/04/2020","51.27","53.04","53.67","50.45","228.33M","-3.72%"
"27/04/2020","53.25","49.17","53.30","49.00","310.22M","10.16%"
"24/04/2020","48.34","47.39","48.72","46.55","198.56M","2.76%"
"23/04/2020","47.04","48.51","48.93","46.88","198.55M","-3.63%"
"22/04/2020","48.81","46.93","48.93","45.91","213.37M","6.62%"
"21/04/2020","45.78","48.67","50.22","44.92","303.14M","-8.00%"
"20/04/2020","49.76","48.85","51.04","47.48","221.20M","-0.99%"
"17/04/2020","50.26","51.49","51.66","49.84","196.92M","1.17%"
"16/04/2020","49.68","47.80","50.63","47.11","309.87M","2.10%"
"15/04/2020","48.66","49.47","50.21","47.33","353.66M","2.81%"
"14/04/2020","47.33","46.60","49.46","46.16","458.65M","9.06%"
"13/04/2020","43.40","39.34","43.47","38.70","337.13M","13.61%"
"09/04/2020","38.20","37.47","38.35","37.14","204.75M","4.40%"
"08/04/2020","36.59","36.95","37.15","35.56","189.84M","0.63%"
"07/04/2020","36.36","36.33","37.67","35.49","268.80M","5.64%"
"06/04/2020","34.42","34.08","34.73","33.20","223.53M","7.56%"
"03/04/2020","32.00","33.97","34.37","31.23","338.43M","5.61%"
"02/04/2020","30.30","32.07","32.95","29.76","297.88M","-5.61%"
"01/04/2020","32.10","33.60","34.26","31.67","200.30M","-8.10%"
"31/03/2020","34.93","33.42","36.20","33.13","266.57M","4.33%"
"30/03/2020","33.48","34.02","34.44","32.75","179.97M","-2.36%"
"27/03/2020","34.29","33.67","35.05","32.94","215.66M","-2.61%"
"26/03/2020","35.21","36.49","37.33","34.15","261.33M","-2.06%"
"25/03/2020","35.95","36.35","37.13","34.07","318.34M","6.77%"
"24/03/2020","33.67","31.82","34.25","31.60","343.43M","16.30%"
"23/03/2020","28.95","28.91","29.47","27.37","246.82M","1.58%"
"20/03/2020","28.50","29.21","31.80","28.39","424.28M","-0.04%"
"19/03/2020","28.51","24.98","30.13","23.90","452.93M","18.40%"
"18/03/2020","24.08","25.93","26.99","23.37","356.79M","-16.04%"
"17/03/2020","28.68","29.33","31.46","26.40","359.92M","-3.34%"
"16/03/2020","29.67","31.30","32.99","29.48","307.34M","-18.58%"
"13/03/2020","36.44","39.67","40.50","33.47","339.60M","-2.49%"
"12/03/2020","37.37","38.73","39.63","36.42","283.64M","-11.61%"
"11/03/2020","42.28","42.68","43.57","40.87","201.20M","-1.72%"
"10/03/2020","43.02","43.96","44.53","40.53","233.92M","6.14%"
"09/03/2020","40.53","40.36","44.20","40.33","256.11M","-13.58%"
"06/03/2020","46.90","46.00","47.13","45.62","189.94M","-2.90%"
"05/03/2020","48.30","48.25","49.72","47.87","162.79M","-3.34%"
"04/03/2020","49.97","50.93","51.10","48.32","225.73M","0.54%"
"03/03/2020","49.70","53.67","53.80","47.74","386.76M","0.26%"
"02/03/2020","49.57","47.42","49.58","45.78","302.93M","11.32%"
"28/02/2020","44.53","41.98","46.03","40.77","368.46M","-1.63%"
"27/02/2020","45.27","48.67","49.32","44.60","364.16M","-12.81%"
"26/02/2020","51.92","52.17","54.22","51.74","212.31M","-2.64%"
"25/02/2020","53.33","56.60","57.11","52.47","259.36M","-4.07%"
"24/02/2020","55.59","55.93","57.57","54.81","227.88M","-7.46%"
"21/02/2020","60.07","60.47","60.87","58.70","215.09M","0.18%"
"20/02/2020","59.96","60.80","60.80","57.33","264.52M","-1.96%"
"19/02/2020","61.16","61.57","62.99","60.07","381.34M","6.87%"
"18/02/2020","57.23","56.11","57.33","55.49","250.48M","7.29%"
"14/02/2020","53.34","52.48","54.20","52.37","235.41M","-0.49%"
"13/02/2020","53.60","49.46","54.53","49.00","394.34M","4.79%"
"12/02/2020","51.15","51.86","52.65","50.89","180.34M","-0.93%"
"11/02/2020","51.63","51.25","52.23","50.53","175.46M","0.41%"
"10/02/2020","51.42","53.33","54.67","50.16","370.34M","3.11%"
"07/02/2020","49.87","48.70","51.32","48.67","255.95M","-0.12%"
"06/02/2020","49.93","46.66","53.06","45.80","598.21M","1.94%"
"05/02/2020","48.98","54.88","56.40","46.94","726.36M","-17.18%"
"04/02/2020","59.14","58.86","64.60","55.59","914.08M","13.73%"
