"Date","Price","Open","High","Low","Vol.","Change %"
"03/02/2020","52.00","44.91","52.41","44.90","708.50M","19.90%"
"31/01/2020","43.37","42.67","43.53","42.17","235.79M","1.52%"
"30/01/2020","42.72","42.16","43.39","41.20","435.09M","10.30%"
"29/01/2020","38.73","38.38","39.32","37.83","273.25M","2.49%"
"28/01/2020","37.79","37.90","38.45","37.21","176.83M","1.59%"
"27/01/2020","37.20","36.13","37.63","35.95","204.12M","-1.20%"
"24/01/2020","37.65","38.04","38.26","36.95","215.30M","-1.31%"
"23/01/2020","38.15","37.62","38.80","37.04","294.77M","0.47%"
"22/01/2020","37.97","38.13","39.63","37.27","470.54M","4.08%"
"21/01/2020","36.48","35.35","36.57","35.23","267.05M","7.20%"
"17/01/2020","34.03","33.84","34.38","33.54","204.44M","-0.58%"
"16/01/2020","34.23","32.92","34.30","32.81","326.05M","-0.98%"
"15/01/2020","34.57","35.32","35.86","34.45","260.53M","-3.60%"
"14/01/2020","35.86","36.28","36.49","34.99","435.92M","2.49%"
"13/01/2020","34.99","32.90","35.04","32.80","399.52M","9.76%"
"10/01/2020","31.88","32.12","32.33","31.58","194.65M","-0.65%"
"09/01/2020","32.09","33.14","33.25","31.52","426.95M","-2.19%"
"08/01/2020","32.81","31.58","33.23","31.22","467.99M","4.92%"
"07/01/2020","31.27","30.76","31.44","30.22","273.14M","3.89%"
"06/01/2020","30.10","29.36","30.10","29.33","152.36M","1.93%"
"03/01/2020","29.53","29.37","30.27","29.13","266.92M","2.96%"
"02/01/2020","28.68","28.30","28.71","28.11","143.38M","2.83%"
"31/12/2019","27.89","27.00","28.09","26.81","154.39M","0.87%"
"30/12/2019","27.65","28.59","28.60","27.28","189.02M","-3.62%"
"27/12/2019","28.69","29.00","29.02","28.41","149.35M","-0.14%"
"26/12/2019","28.73","28.53","28.90","28.42","159.72M","1.34%"
"24/12/2019","28.35","27.89","28.36","27.51","120.82M","1.43%"
"23/12/2019","27.95","27.45","28.13","27.33","199.99M","3.37%"
"20/12/2019","27.04","27.35","27.53","26.68","221.78M","0.37%"
"19/12/2019","26.94","26.49","27.12","26.43","271.80M","2.79%"
"18/12/2019","26.21","25.38","26.35","25.37","212.05M","3.72%"
"17/12/2019","25.27","25.27","25.70","25.06","127.56M","-0.63%"
"16/12/2019","25.43","24.17","25.57","24.17","273.31M","6.45%"
"13/12/2019","23.89","24.07","24.35","23.64","98.61M","-0.38%"
"12/12/2019","23.98","23.66","24.18","23.55","116.64M","2.00%"
"11/12/2019","23.51","23.46","23.81","23.41","103.79M","1.07%"
"10/12/2019","23.26","22.66","23.38","22.62","132.60M","2.74%"
"09/12/2019","22.64","22.44","22.96","22.34","135.60M","1.12%"
"06/12/2019","22.39","22.33","22.59","22.32","114.28M","1.68%"
"05/12/2019","22.02","22.19","22.29","21.82","56.05M","-0.81%"
"04/12/2019","22.20","22.52","22.52","22.19","83.04M","-0.94%"
"03/12/2019","22.41","22.17","22.53","22.15","99.20M","0.40%"
"02/12/2019","22.32","21.96","22.43","21.91","91.23M","1.45%"
"29/11/2019","22.00","22.07","22.08","21.83","36.98M","-0.41%"
"27/11/2019","22.09","22.07","22.26","21.90","83.45M","0.73%"
"26/11/2019","21.93","22.35","22.37","21.81","119.34M","-2.19%"
"25/11/2019","22.42","22.95","22.97","22.30","185.19M","0.99%"
"22/11/2019","22.20","22.68","22.73","22.00","253.06M","-6.17%"
"21/11/2019","23.66","23.63","24.06","23.60","91.65M","0.77%"
"20/11/2019","23.48","24.00","24.08","23.30","101.01M","-2.04%"
"19/11/2019","23.97","23.45","24.00","23.19","116.04M","2.74%"
"18/11/2019","23.33","23.53","23.54","23.07","66.13M","-0.64%"
"15/11/2019","23.48","23.38","23.52","23.22","72.19M","0.82%"
"14/11/2019","23.29","23.07","23.59","22.86","97.08M","0.95%"
"13/11/2019","23.07","23.67","23.76","23.01","127.02M","-1.11%"
"12/11/2019","23.33","23.13","23.36","22.94","110.39M","1.39%"
"11/11/2019","23.01","22.93","23.28","22.80","149.91M","2.36%"
"08/11/2019","22.48","22.30","22.50","22.17","91.11M","0.49%"
"07/11/2019","22.37","21.94","22.77","21.87","217.01M","2.76%"
"06/11/2019","21.77","21.20","21.78","20.97","119.11M","2.93%"
"05/11/2019","21.15","21.31","21.57","21.07","104.15M","-0.05%"
"04/11/2019","21.16","20.99","21.46","20.62","131.81M","1.29%"
"01/11/2019","20.89","21.09","21.10","20.65","95.76M","-0.48%"
"31/10/2019","20.99","20.87","21.27","20.87","76.00M","-0.05%"
"30/10/2019","21.00","20.87","21.25","20.66","144.63M","-0.38%"
"29/10/2019","21.08","21.33","21.62","20.98","190.26M","-3.52%"
"28/10/2019","21.85","21.84","22.72","21.51","283.05M","-0.14%"
"25/10/2019","21.88","19.85","22.00","19.74","450.09M","9.51%"
"24/10/2019","19.98","19.89","20.33","19.28","447.29M","17.67%"
"23/10/2019","16.98","16.97","17.08","16.76","168.24M","-0.35%"
"22/10/2019","17.04","16.95","17.22","16.72","69.38M","0.83%"
"21/10/2019","16.90","17.22","17.30","16.68","76.62M","-1.34%"
"18/10/2019","17.13","17.38","17.52","17.01","86.31M","-1.89%"
"17/10/2019","17.46","17.50","17.65","17.34","71.69M","0.81%"
"16/10/2019","17.32","17.16","17.47","17.13","100.56M","0.76%"
"15/10/2019","17.19","17.18","17.33","16.94","97.19M","0.35%"
"14/10/2019","17.13","16.53","17.24","16.48","153.40M","3.63%"
"11/10/2019","16.53","16.48","16.74","16.45","127.32M","1.29%"
"10/10/2019","16.32","16.35","16.62","16.11","94.70M","0.12%"
"09/10/2019","16.30","16.09","16.49","16.04","104.03M","1.87%"
"08/10/2019","16.00","15.72","16.26","15.63","130.54M","0.95%"
"07/10/2019","15.85","15.32","15.90","15.24","121.30M","2.72%"
"04/10/2019","15.43","15.44","15.65","15.20","120.32M","-0.71%"
"03/10/2019","15.54","15.46","15.63","14.95","227.07M","-4.13%"
"02/10/2019","16.21","16.22","16.31","15.96","93.85M","-0.61%"
"01/10/2019","16.31","16.10","16.40","15.94","92.94M","1.56%"
"30/09/2019","16.06","16.20","16.27","15.74","89.19M","-0.50%"
"27/09/2019","16.14","16.15","16.58","15.92","166.85M","-0.19%"
"26/09/2019","16.17","15.38","16.22","15.16","181.18M","6.03%"
"25/09/2019","15.25","14.97","15.27","14.56","141.66M","2.49%"
"24/09/2019","14.88","16.10","16.13","14.84","194.12M","-7.46%"
"23/09/2019","16.08","16.00","16.35","15.95","65.87M","0.25%"
"20/09/2019","16.04","16.43","16.46","15.88","97.59M","-2.43%"
"19/09/2019","16.44","16.40","16.53","16.32","73.25M","1.29%"
"18/09/2019","16.23","16.33","16.54","16.16","63.42M","-0.55%"
"17/09/2019","16.32","16.16","16.37","16.02","59.20M","0.80%"
"16/09/2019","16.19","16.40","16.50","16.08","70.92M","-0.98%"
"13/09/2019","16.35","16.46","16.56","16.32","79.70M","-0.24%"
"12/09/2019","16.39","16.51","16.90","16.29","128.72M","-0.49%"
"11/09/2019","16.47","15.83","16.54","15.73","150.64M","4.90%"
"10/09/2019","15.70","15.39","15.70","15.26","73.26M","1.62%"
"09/09/2019","15.45","15.33","15.58","15.28","72.04M","1.91%"
"06/09/2019","15.16","15.15","15.31","15.01","62.84M","-0.98%"
"05/09/2019","15.31","14.83","15.32","14.72","111.05M","4.08%"
"04/09/2019","14.71","15.13","15.23","14.61","86.53M","-1.93%"
"03/09/2019","15.00","14.94","15.26","14.88","80.41M","-0.27%"
"30/08/2019","15.04","15.28","15.50","14.95","139.92M","1.76%"
"29/08/2019","14.78","14.60","14.89","14.53","77.75M","2.85%"
"28/08/2019","14.37","14.25","14.48","14.15","48.58M","0.70%"
"27/08/2019","14.27","14.38","14.59","14.14","81.31M","-0.42%"
"26/08/2019","14.33","14.24","14.33","14.10","75.82M","1.70%"
"23/08/2019","14.09","14.66","14.74","14.07","128.40M","-4.86%"
"22/08/2019","14.81","14.85","15.03","14.55","98.47M","0.61%"
"21/08/2019","14.72","14.80","14.88","14.51","117.00M","-2.26%"
"20/08/2019","15.06","15.17","15.27","14.97","62.56M","-0.40%"
"19/08/2019","15.12","14.95","15.19","14.78","79.68M","3.14%"
"16/08/2019","14.66","14.44","14.82","14.40","78.11M","1.95%"
"15/08/2019","14.38","14.72","14.77","14.10","123.48M","-1.78%"
"14/08/2019","14.64","15.41","15.43","14.45","143.44M","-6.57%"
"13/08/2019","15.67","15.25","15.73","15.17","73.04M","2.62%"
"12/08/2019","15.27","15.53","15.72","15.25","69.96M","-2.55%"
"09/08/2019","15.67","15.74","15.93","15.59","58.47M","-1.38%"
"08/08/2019","15.89","15.63","15.99","15.51","79.12M","2.12%"
"07/08/2019","15.56","15.10","15.57","15.05","71.65M","1.17%"
"06/08/2019","15.38","15.46","15.50","15.05","83.46M","1.05%"
"05/08/2019","15.22","15.31","15.42","15.05","105.42M","-2.56%"
"02/08/2019","15.62","15.42","15.75","15.28","92.05M","0.19%"
"01/08/2019","15.59","16.18","16.30","15.45","123.89M","-3.23%"
"31/07/2019","16.11","16.20","16.45","15.78","137.67M","-0.25%"
"30/07/2019","16.15","15.53","16.22","15.48","121.64M","2.74%"
"29/07/2019","15.72","15.14","15.73","15.07","139.10M","3.42%"
"26/07/2019","15.20","15.13","15.35","14.82","150.42M","-0.33%"
"25/07/2019","15.25","15.57","15.63","15.04","336.27M","-13.65%"
"24/07/2019","17.66","17.28","17.74","17.21","166.09M","1.85%"
"23/07/2019","17.34","17.11","17.37","16.97","75.35M","1.70%"
"22/07/2019","17.05","17.25","17.48","16.95","102.69M","-0.93%"
"19/07/2019","17.21","17.05","17.33","16.97","105.73M","1.83%"
"18/07/2019","16.90","17.00","17.05","16.79","71.47M","-0.53%"
"17/07/2019","16.99","17.04","17.22","16.89","146.47M","0.95%"
"16/07/2019","16.83","16.62","16.90","16.53","122.23M","-0.41%"
"15/07/2019","16.90","16.53","16.96","16.32","165.00M","3.43%"
"12/07/2019","16.34","15.98","16.36","15.98","138.01M","2.70%"
"11/07/2019","15.91","15.88","16.10","15.72","112.72M","-0.13%"
"10/07/2019","15.93","15.61","15.93","15.54","137.19M","3.85%"
"09/07/2019","15.34","15.26","15.40","15.15","92.86M","-0.13%"
"08/07/2019","15.36","15.42","15.48","15.24","88.21M","-1.16%"
"05/07/2019","15.54","15.64","15.70","15.39","105.99M","-0.77%"
"03/07/2019","15.66","15.96","16.10","15.63","213.02M","4.61%"
"02/07/2019","14.97","15.26","15.28","14.81","138.89M","-1.12%"
"01/07/2019","15.14","15.35","15.54","15.09","123.57M","1.61%"
"28/06/2019","14.90","14.73","15.01","14.72","102.77M","0.27%"
"27/06/2019","14.86","14.63","14.86","14.49","95.10M","1.64%"
"26/06/2019","14.62","14.69","15.15","14.54","127.61M","-0.20%"
"25/06/2019","14.65","14.96","15.02","14.63","92.73M","-1.74%"
"24/06/2019","14.91","14.88","15.06","14.73","86.26M","0.81%"
"21/06/2019","14.79","14.41","14.81","14.37","123.03M","1.02%"
"20/06/2019","14.64","14.87","15.13","14.42","177.95M","-3.05%"
"19/06/2019","15.10","15.01","15.18","14.74","98.63M","0.80%"
"18/06/2019","14.98","15.25","15.65","14.84","190.74M","-0.13%"
"17/06/2019","15.00","14.37","15.13","14.28","184.75M","4.68%"
"14/06/2019","14.33","14.08","14.44","14.03","111.50M","0.49%"
"13/06/2019","14.26","14.03","14.33","13.83","122.52M","2.22%"
"12/06/2019","13.95","14.86","14.89","13.93","227.96M","-3.59%"
"11/06/2019","14.47","14.61","14.73","14.23","174.80M","1.97%"
"10/06/2019","14.19","14.02","14.46","13.93","158.78M","4.11%"
"07/06/2019","13.63","13.67","14.06","13.57","240.05M","-0.73%"
"06/06/2019","13.73","13.63","14.07","13.45","303.63M","4.73%"
"05/06/2019","13.11","13.25","13.42","12.79","202.66M","1.55%"
"04/06/2019","12.91","12.07","12.93","11.97","207.11M","8.21%"
"03/06/2019","11.93","12.37","12.45","11.80","195.97M","-3.32%"
"31/05/2019","12.34","12.34","12.66","12.27","156.10M","-1.67%"
"30/05/2019","12.55","12.58","12.82","12.47","118.90M","-0.87%"
"29/05/2019","12.66","12.47","12.83","12.34","179.53M","0.64%"
"28/05/2019","12.58","12.75","13.00","12.52","154.69M","-1.02%"
"24/05/2019","12.71","13.32","13.33","12.58","212.05M","-2.46%"
"23/05/2019","13.03","12.96","13.30","12.41","398.21M","1.40%"
"22/05/2019","12.85","13.27","13.60","12.79","280.28M","-6.00%"
"21/05/2019","13.67","13.18","13.83","13.07","270.06M","-0.15%"
"20/05/2019","13.69","13.52","13.73","13.02","307.89M","-2.70%"
"17/05/2019","14.07","14.80","14.82","13.93","266.80M","-7.56%"
"16/05/2019","15.22","15.30","15.40","15.10","112.25M","-1.55%"
"15/05/2019","15.46","15.29","15.50","15.02","109.44M","-0.19%"
"14/05/2019","15.49","15.29","15.63","15.20","108.79M","2.38%"
"13/05/2019","15.13","15.47","15.50","14.97","162.52M","-5.26%"
"10/05/2019","15.97","15.98","16.13","15.73","105.13M","-0.99%"
"09/05/2019","16.13","16.13","16.25","15.80","100.67M","-1.16%"
"08/05/2019","16.32","16.46","16.71","16.28","92.65M","-0.91%"
"07/05/2019","16.47","17.12","17.15","16.34","151.97M","-3.23%"
"06/05/2019","17.02","16.67","17.22","16.57","162.51M","0.12%"
"03/05/2019","17.00","16.26","17.11","16.23","355.60M","4.49%"
"02/05/2019","16.27","16.37","16.48","15.85","272.39M","4.29%"
"01/05/2019","15.60","15.92","16.00","15.43","160.57M","-1.95%"
"30/04/2019","15.91","16.14","16.28","15.80","141.97M","-1.18%"
"29/04/2019","16.10","15.72","16.27","15.48","250.72M","2.68%"
"26/04/2019","15.68","16.43","16.45","15.41","335.41M","-5.03%"
"25/04/2019","16.51","17.00","17.27","16.40","327.74M","-4.23%"
"24/04/2019","17.24","17.59","17.69","17.20","160.91M","-1.99%"
"23/04/2019","17.59","17.34","17.71","17.05","164.16M","0.40%"
"22/04/2019","17.52","17.93","17.98","17.50","182.21M","-3.84%"
"18/04/2019","18.22","18.08","18.32","17.98","88.14M","0.77%"
"17/04/2019","18.08","18.32","18.32","17.90","76.90M","-0.77%"
"16/04/2019","18.22","17.72","18.33","17.65","109.09M","2.59%"
"15/04/2019","17.76","17.91","17.93","17.24","150.58M","-0.50%"
"12/04/2019","17.85","18.01","18.13","17.79","101.19M","-0.22%"
"11/04/2019","17.89","17.89","18.03","17.71","147.54M","-2.77%"
"10/04/2019","18.40","18.45","18.56","18.19","105.92M","1.38%"
"09/04/2019","18.15","18.11","18.33","17.97","88.56M","-0.33%"
"08/04/2019","18.21","18.51","18.74","18.03","156.16M","-0.65%"
"05/04/2019","18.33","17.99","18.41","17.74","195.57M","2.69%"
"04/04/2019","17.85","17.46","18.08","17.37","355.81M","-8.23%"
"03/04/2019","19.45","19.15","19.74","19.14","118.95M","2.05%"
"02/04/2019","19.06","19.22","19.30","18.93","82.18M","-1.14%"
"01/04/2019","19.28","18.84","19.28","18.75","121.66M","3.32%"
"29/03/2019","18.66","18.58","18.68","18.30","89.87M","0.48%"
"28/03/2019","18.57","18.48","18.69","18.34","101.61M","1.36%"
"27/03/2019","18.32","17.92","18.36","17.88","131.69M","2.63%"
"26/03/2019","17.85","17.63","18.02","17.63","110.26M","2.82%"
"25/03/2019","17.36","17.31","17.55","16.96","153.23M","-1.59%"
"22/03/2019","17.64","18.17","18.19","17.60","131.18M","-3.45%"
"21/03/2019","18.27","18.17","18.43","17.90","89.21M","0.16%"
"20/03/2019","18.24","17.98","18.33","17.75","103.62M","2.30%"
"19/03/2019","17.83","17.83","18.22","17.56","177.01M","-0.78%"
"18/03/2019","17.97","18.40","18.54","17.82","154.21M","-2.12%"
"15/03/2019","18.36","18.90","18.91","18.29","221.78M","-5.02%"
"14/03/2019","19.33","19.50","19.69","19.22","106.55M","0.36%"
"13/03/2019","19.26","18.93","19.47","18.85","102.67M","1.96%"
"12/03/2019","18.89","19.10","19.20","18.74","112.56M","-2.58%"
"11/03/2019","19.39","18.90","19.42","18.70","110.88M","2.38%"
"08/03/2019","18.94","18.46","19.04","18.39","132.29M","2.71%"
"07/03/2019","18.44","18.59","18.98","18.28","141.64M","0.11%"
"06/03/2019","18.42","18.43","18.77","18.29","155.03M","-0.11%"
"05/03/2019","18.44","18.80","18.93","18.01","281.47M","-3.05%"
"04/03/2019","19.02","19.87","19.93","18.85","256.45M","-3.21%"
"01/03/2019","19.65","20.46","20.48","19.46","343.67M","-7.88%"
"28/02/2019","21.33","21.26","21.33","20.72","157.81M","1.67%"
"27/02/2019","20.98","20.12","21.09","20.04","167.76M","5.64%"
"26/02/2019","19.86","19.48","20.13","19.25","128.74M","-0.30%"
"25/02/2019","19.92","19.86","20.19","19.80","99.40M","1.37%"
"22/02/2019","19.65","19.63","19.77","19.47","86.11M","1.18%"
"21/02/2019","19.42","20.12","20.22","19.37","133.64M","-3.72%"
"20/02/2019","20.17","20.29","20.42","19.93","107.13M","-1.03%"
"19/02/2019","20.38","20.44","20.77","20.36","62.53M","-0.73%"
"15/02/2019","20.53","20.30","20.53","20.26","58.57M","1.38%"
"14/02/2019","20.25","20.23","20.45","20.07","78.01M","-1.41%"
"13/02/2019","20.54","20.82","20.85","20.37","77.12M","-1.20%"
"12/02/2019","20.79","21.08","21.21","20.64","82.76M","-0.34%"
"11/02/2019","20.86","20.77","21.24","20.70","106.95M","2.31%"
"08/02/2019","20.39","20.46","20.50","19.90","87.66M","-0.54%"
"07/02/2019","20.50","20.89","20.98","20.20","97.81M","-3.07%"
"06/02/2019","21.15","21.31","21.62","21.04","75.58M","-1.26%"
"05/02/2019","21.42","20.83","21.50","20.82","101.14M","2.68%"
"04/02/2019","20.86","20.87","21.02","20.13","110.28M","0.24%"
"01/02/2019","20.81","20.36","21.07","20.23","109.25M","1.66%"
"31/01/2019","20.47","20.07","20.77","19.60","188.54M","-0.53%"
"30/01/2019","20.58","20.03","20.60","19.90","168.75M","3.78%"
"29/01/2019","19.83","19.68","19.90","19.45","69.33M","0.35%"
"28/01/2019","19.76","19.53","19.83","19.18","96.35M","-0.20%"
"25/01/2019","19.80","19.63","19.90","19.30","108.87M","1.90%"
"24/01/2019","19.43","18.87","19.58","18.62","120.18M","1.36%"
"23/01/2019","19.17","19.50","19.63","18.78","187.95M","-3.81%"
"22/01/2019","19.93","20.32","20.53","19.70","181.00M","-1.09%"
"18/01/2019","20.15","21.53","21.81","19.98","362.26M","-12.96%"
"17/01/2019","23.15","23.08","23.43","22.94","55.15M","0.35%"
"16/01/2019","23.07","22.99","23.47","22.90","70.38M","0.48%"
"15/01/2019","22.96","22.33","23.25","22.30","90.85M","3.01%"
"14/01/2019","22.29","22.83","22.83","22.27","78.71M","-3.71%"
"11/01/2019","23.15","22.81","23.23","22.58","75.59M","0.65%"
"10/01/2019","23.00","22.29","23.03","22.12","90.85M","1.91%"
"09/01/2019","22.57","22.37","22.90","22.10","81.49M","0.94%"
"08/01/2019","22.36","22.80","22.93","21.80","105.13M","0.13%"
"07/01/2019","22.33","21.45","22.45","21.18","113.27M","5.43%"
"04/01/2019","21.18","20.40","21.20","20.18","110.91M","5.79%"
"03/01/2019","20.02","20.47","20.63","19.83","104.48M","-3.14%"
"02/01/2019","20.67","20.41","21.01","19.92","174.88M","-6.85%"
"31/12/2018","22.19","22.52","22.61","21.68","94.54M","-0.31%"
"28/12/2018","22.26","21.54","22.42","21.23","149.09M","5.60%"
"27/12/2018","21.08","21.32","21.48","20.10","128.63M","-3.04%"
"26/12/2018","21.74","20.00","21.80","19.61","122.45M","10.41%"
"24/12/2018","19.69","20.90","20.97","19.68","83.40M","-7.65%"
"21/12/2018","21.32","21.16","21.56","20.83","120.25M","1.38%"
"20/12/2018","21.03","21.80","22.02","20.79","136.08M","-5.27%"
"19/12/2018","22.20","22.51","23.13","21.98","124.11M","-1.20%"
"18/12/2018","22.47","23.37","23.44","22.25","106.50M","-3.27%"
"17/12/2018","23.23","24.13","24.38","22.93","115.11M","-4.72%"
"14/12/2018","24.38","25.00","25.19","24.29","95.06M","-2.95%"
"13/12/2018","25.12","24.68","25.16","24.45","110.49M","2.78%"
"12/12/2018","24.44","24.63","24.79","24.34","75.41M","-0.04%"
"11/12/2018","24.45","24.66","24.81","24.02","94.63M","0.45%"
"10/12/2018","24.34","24.00","24.40","23.54","99.20M","2.01%"
"07/12/2018","23.86","24.60","25.30","23.84","172.67M","-1.40%"
"06/12/2018","24.20","23.73","24.49","23.38","117.64M","0.92%"
"04/12/2018","23.98","23.74","24.58","23.47","126.93M","0.33%"
"03/12/2018","23.90","24.00","24.40","23.47","124.60M","2.27%"
"30/11/2018","23.37","22.79","23.44","22.55","84.43M","2.77%"
"29/11/2018","22.74","23.13","23.17","22.64","46.21M","-1.94%"
"28/11/2018","23.19","23.07","23.22","22.81","61.91M","1.13%"
"27/11/2018","22.93","22.67","23.13","22.37","95.37M","-0.61%"
"26/11/2018","23.07","21.67","23.08","21.67","119.88M","6.22%"
"23/11/2018","21.72","22.29","22.50","21.70","63.04M","-3.68%"
"21/11/2018","22.55","23.47","23.54","22.49","70.30M","-2.68%"
"20/11/2018","23.17","22.78","23.32","22.24","120.07M","-1.66%"
"19/11/2018","23.56","23.76","24.45","23.53","145.63M","-0.25%"
"16/11/2018","23.62","23.01","23.71","23.01","108.09M","1.68%"
"15/11/2018","23.23","22.82","23.24","22.60","69.39M","1.31%"
"14/11/2018","22.93","22.85","23.14","22.48","75.60M","1.55%"
"13/11/2018","22.58","22.21","22.98","22.15","81.73M","2.22%"
"12/11/2018","22.09","23.22","23.32","22.02","104.12M","-5.48%"
"09/11/2018","23.37","23.27","23.60","23.02","76.48M","-0.26%"
"08/11/2018","23.43","23.23","23.84","23.23","106.36M","0.95%"
"07/11/2018","23.21","22.89","23.41","22.72","110.62M","2.07%"
"06/11/2018","22.74","22.60","23.25","22.41","101.44M","-0.09%"
"05/11/2018","22.76","22.70","22.93","22.01","117.47M","-1.43%"
"02/11/2018","23.09","22.92","23.28","22.73","117.12M","0.61%"
"01/11/2018","22.95","22.55","23.19","22.31","120.00M","2.05%"
"31/10/2018","22.49","22.17","22.80","21.94","114.37M","2.27%"
"30/10/2018","21.99","21.89","22.53","21.48","136.90M","-1.48%"
"29/10/2018","22.32","22.50","23.14","21.77","217.29M","1.18%"
"26/10/2018","22.06","20.55","22.66","20.44","411.38M","5.10%"
"25/10/2018","20.99","21.15","21.40","20.07","312.61M","9.15%"
"24/10/2018","19.23","20.07","20.30","19.05","300.87M","-1.94%"
"23/10/2018","19.61","17.59","19.86","17.47","285.42M","12.70%"
"22/10/2018","17.40","17.38","17.46","16.84","84.00M","0.40%"
"19/10/2018","17.33","17.83","17.98","16.90","140.63M","-1.48%"
"18/10/2018","17.59","17.95","18.07","17.53","81.32M","-2.92%"
"17/10/2018","18.12","18.83","18.85","17.72","129.83M","-1.74%"
"16/10/2018","18.44","17.71","18.49","17.48","142.90M","6.53%"
"15/10/2018","17.31","17.27","17.55","16.97","93.00M","0.35%"
"12/10/2018","17.25","17.40","17.47","16.80","108.02M","2.56%"
"11/10/2018","16.82","17.17","17.48","16.60","122.52M","-1.81%"
"10/10/2018","17.13","17.64","17.70","16.52","192.23M","-2.23%"
"09/10/2018","17.52","17.02","17.78","16.89","180.91M","4.91%"
"08/10/2018","16.70","17.63","17.85","16.60","202.09M","-4.35%"
"05/10/2018","17.46","18.31","18.33","17.33","269.17M","-7.08%"
"04/10/2018","18.79","19.60","19.60","18.51","147.21M","-4.38%"
"03/10/2018","19.65","20.22","20.31","19.44","119.92M","-2.09%"
"02/10/2018","20.07","20.93","21.12","19.94","176.15M","-3.09%"
"01/10/2018","20.71","20.38","20.76","20.07","326.66M","17.34%"
"28/09/2018","17.65","18.02","18.53","17.37","504.75M","-13.90%"
"27/09/2018","20.50","20.86","21.00","20.46","127.64M","-0.68%"
"26/09/2018","20.64","20.13","20.93","20.07","117.65M","2.84%"
"25/09/2018","20.07","20.00","20.31","19.77","67.23M","0.45%"
"24/09/2018","19.98","19.90","20.20","19.57","72.64M","0.20%"
"21/09/2018","19.94","19.85","20.04","19.69","75.76M","0.25%"
"20/09/2018","19.89","20.24","20.40","19.56","110.24M","-0.20%"
"19/09/2018","19.93","18.70","20.00","18.70","124.42M","4.89%"
"18/09/2018","19.00","19.78","20.18","18.37","248.21M","-3.36%"
"17/09/2018","19.66","19.34","20.06","19.21","103.31M","-0.10%"
"14/09/2018","19.68","19.25","19.82","19.10","101.48M","1.97%"
"13/09/2018","19.30","19.20","19.67","19.01","95.11M","-0.36%"
"12/09/2018","19.37","18.76","19.50","18.58","150.23M","3.97%"
"11/09/2018","18.63","18.63","18.80","18.24","137.55M","-2.10%"
"10/09/2018","19.03","18.22","19.07","18.07","214.25M","8.43%"
"07/09/2018","17.55","17.34","17.89","16.82","337.38M","-6.30%"
"06/09/2018","18.73","18.99","19.41","18.59","112.21M","0.05%"
"05/09/2018","18.72","19.00","19.12","18.48","115.81M","-2.80%"
"04/09/2018","19.26","19.80","19.88","19.20","125.26M","-4.23%"
"31/08/2018","20.11","20.13","20.35","19.91","80.63M","-0.49%"
"30/08/2018","20.21","20.15","20.31","19.85","108.25M","-0.59%"
"29/08/2018","20.33","20.68","20.79","20.25","111.71M","-2.21%"
"28/08/2018","20.79","21.23","21.26","20.75","114.74M","-2.30%"
"27/08/2018","21.28","21.20","21.50","20.59","196.19M","-1.12%"
"24/08/2018","21.52","21.38","21.59","21.29","54.04M","0.84%"
"23/08/2018","21.34","21.28","21.82","21.21","77.21M","-0.47%"
"22/08/2018","21.44","21.39","21.59","20.98","89.19M","-0.09%"
"21/08/2018","21.46","20.71","21.65","20.60","197.58M","4.38%"
"20/08/2018","20.56","19.45","20.57","19.21","261.04M","0.93%"
"17/08/2018","20.37","21.57","21.78","20.24","284.38M","-8.90%"
"16/08/2018","22.36","22.66","22.82","22.25","90.96M","-0.97%"
"15/08/2018","22.58","22.79","22.97","22.14","136.52M","-2.59%"
"14/08/2018","23.18","23.90","23.95","23.14","104.80M","-2.44%"
"13/08/2018","23.76","24.08","24.21","23.27","156.96M","0.25%"
"10/08/2018","23.70","23.60","24.00","23.07","173.28M","0.85%"
"09/08/2018","23.50","24.37","24.47","23.05","257.76M","-4.82%"
"08/08/2018","24.69","24.61","25.51","24.47","368.57M","-2.41%"
"07/08/2018","25.30","22.92","25.83","22.61","463.14M","10.96%"
"06/08/2018","22.80","23.03","23.67","22.79","128.47M","-1.77%"
"03/08/2018","23.21","23.19","23.67","22.84","204.85M","-0.39%"
"02/08/2018","23.30","21.90","23.33","21.54","348.22M","16.15%"
"01/08/2018","20.06","19.87","20.20","19.53","151.94M","0.91%"
"31/07/2018","19.88","19.48","19.89","19.27","76.15M","2.79%"
"30/07/2018","19.34","19.73","19.74","19.08","102.21M","-2.37%"
"27/07/2018","19.81","20.48","20.51","19.69","85.55M","-3.08%"
"26/07/2018","20.44","20.32","20.71","20.24","69.46M","-0.68%"
"25/07/2018","20.58","19.78","20.64","19.63","106.41M","3.78%"
"24/07/2018","19.83","20.29","20.51","19.50","143.86M","-1.88%"
"23/07/2018","20.21","20.12","20.37","19.52","164.89M","-3.35%"
"20/07/2018","20.91","21.42","21.55","20.78","77.50M","-2.06%"
"19/07/2018","21.35","21.09","21.57","20.93","88.73M","-1.11%"
"18/07/2018","21.59","21.67","21.70","21.08","84.36M","0.37%"
"17/07/2018","21.51","20.59","21.65","20.57","104.94M","4.06%"
"16/07/2018","20.67","20.78","21.01","20.42","117.28M","-2.78%"
"13/07/2018","21.26","21.04","21.31","20.62","88.14M","0.71%"
"12/07/2018","21.11","21.43","21.55","20.85","85.82M","-0.71%"
