mean_temp,min_temp,max_temp,cloud_cover,sunshine,global_radiation,precipitation,pressure
16.353136425877427,11.8882636114489,20.727643420231242,4.148969731914816,4.9953782136212626,126.113657153852,2.175467352981764,101600.52990138828
12.393353524959705,8.839989502653488,15.849683410617457,4.814221682006388,3.4951972290116067,75.22550456696912,1.7215706979073744,101581.35636287992
8.901245835104426,5.737802953196244,11.98095221427351,5.143667017248341,1.9587510905363936,37.31243683903513,2.3647655876725033,101502.15970512557
5.595868119005356,2.978623377313281,8.183066936821417,5.694326753796273,0.6577496454261065,9.498086100294842,2.204341431315338,101110.67688482617
5.203087546219021,2.0784323032377268,8.271625559745814,4.924709588596826,2.253077986069304,32.298720086016715,2.128135089224816,101719.89878855692
4.445163790715856,1.5067619810779886,7.425672938017519,5.309700507931871,1.7709424121125212,38.65765791213169,2.346048928002106,101243.18979195032
7.340798451241592,3.855589124854568,10.866135289363928,5.205228240835232,3.1409900508163506,91.81202954788664,1.9482578358252176,101124.92895299812
9.209141709910943,4.996115221889436,13.452860132662453,4.9090985439169605,4.37172812183903,145.07698825631815,1.628286405654393,101352.74025537925
12.612459836376313,8.211543422944958,17.10117479887056,4.736016859780483,5.583309117399991,188.73435086246224,1.6085960590173927,101557.92530523064
16.4780757472131,11.829311891098833,21.19410433535683,4.758509733407125,6.017104631365627,206.7181847027031,1.9040995986052491,101712.21825945238
17.77293541627631,13.037588437286,22.483065971068687,4.653565957601709,6.004405487744175,200.44018389935212,1.4342198526891672,101629.78538649165
18.088464670790717,13.33421476200831,22.851515696559126,4.4434648264721055,5.887582268928819,179.48748778308035,1.5328185197535107,101655.86853381874
15.533438721076557,11.324277331634592,19.60872545675731,4.679529365612837,4.475458824869306,122.60863132797063,2.1248600736795282,101468.96940310003
11.684547964293543,8.233870782737153,15.047405721256704,5.108072968451434,2.952191838309934,68.77565558626553,2.1539456965774155,101418.68507937959
8.632001106259423,5.516200561080539,11.553487680672879,5.209573788506245,1.9834270571501516,35.4270939474853,2.062470333422362,101426.2080819525
5.6928369355428705,2.7343990601477968,8.640910899689949,5.172759942092225,1.5791615782095285,21.910155014779043,2.0369911250206885,101335.69092600375
4.846837344803306,2.0647841840096524,7.55959814791314,5.431015657260079,1.4327945034819867,21.28858601600394,1.940316236730866,101590.49994315831
4.815690649103272,1.6686571865650839,7.984652730546304,5.301074928609212,2.0279502815633452,43.67191065067177,1.6259770117496455,101680.3659528851
6.891938995038421,3.1788479864796786,10.672957390560065,5.1093851826139245,3.310902483574607,94.85488119114014,1.5257434337074924,101546.63820715401
9.65278842529825,5.38828139282368,13.99184871808198,4.8477266681808,4.592890394065451,149.02827708591087,1.4406432040113692,101527.27037315929
12.802998568966084,8.29116933902797,17.396901970200304,4.792339431882663,5.546141200701645,188.40656805085362,1.6761513386239046,101560.50350938797
16.12091414767701,11.41968554624036,20.850806163192317,4.768295797418222,6.025418222209342,206.46683716972854,1.6867247311029727,101646.70693864176
17.573854124181853,12.896427830509827,22.284953417579946,4.848527129092597,5.805262785902514,199.1276180208935,1.8017422162441314,101480.80603542645
17.669960441883713,13.067771008040939,22.225736986535832,4.69877076776426,5.5460114544427634,173.85715781855666,1.7200063997733523,101521.32313193382
15.236536969321243,11.053825529539168,19.294817432445992,4.699571906881068,4.586950789881464,124.71710752690022,2.0085209212701685,101488.53891156989
11.779993490186506,8.212218013342305,15.212236466480082,4.958739865211662,3.1619867469351064,72.34808391018322,2.0400216297041585,101471.17922037994
8.276096561375363,5.159319290810341,11.275462121725399,5.2450427459637785,1.8963210093066643,34.55673550132298,2.0611268669915086,101380.58258806528
5.678339519041874,2.7755759226726324,8.515381681535304,5.326289214778861,1.3729724878046434,18.40849601002191,1.9021974981032101,101480.69862606292
4.707266195559259,1.79770194347815,7.588214466682585,5.353947081965847,1.488099181306904,21.739491500656325,1.7918493778974918,101625.2643552978
4.977006797335384,1.775112930794827,8.200457273060822,5.29304184043028,2.0894902541145246,45.9413701094725,1.6850715976790942,101623.18623516393
6.759196164199486,3.042241724491821,10.54270735338909,5.145960732799302,3.252095393577445,94.2252695865329,1.4993116976514858,101523.8266843501
9.589326805434498,5.358407151984344,13.891653825445891,4.917406187193106,4.604400880636234,148.750447680084,1.5259709137510231,101508.33964755756
12.803327549230016,8.295209233785371,17.384566398352103,4.864251467622181,5.509753315772209,187.99401103081928,1.6711161475476854,101536.48158557984
15.849736921237195,11.172016821729255,20.576730502037027,4.867708973384351,5.976522842401319,206.2199085457809,1.6817263950690593,101601.21536942264
17.593409801693618,12.82848750535435,22.374395180236537,4.789472061764654,6.011063941020693,201.9811202576444,1.6484748345778835,101557.02493760985
17.51511772577012,12.879665275209195,22.097941954275495,4.669980754915295,5.633499353790496,174.5309057162,1.7002019234157717,101522.07232756035
15.209150661275448,11.028608085501869,19.27240264051903,4.762525487471258,4.534079790047456,124.77892122283863,1.8953117052044024,101503.1992810311
11.72690181699686,8.126991028965396,15.186829109853988,5.001443949960481,3.127231857287911,72.648556585053,2.027089972736007,101457.43859390171
8.270175518465136,5.131611697481715,11.293054349063699,5.248845145998567,1.9232081753793187,34.90306435194296,2.039989399420942,101416.1418980343
5.723909126764289,2.8274600473405402,8.548831039146874,5.359308474408518,1.3627240930089408,17.797340984486457,1.9243109869986519,101484.07297580653
4.6007992896636045,1.679195027569127,7.4983527952190006,5.3712488408777475,1.474589924428541,21.332020410096586,1.7704456683705394,101609.5803158808
4.922742678565565,1.70677746242437,8.161116768938006,5.321273739134798,2.1202075533215177,47.159623936948734,1.6365180405764612,101614.2839120786
6.6589445395333655,2.9535239597435736,10.432209226142872,5.181018308970404,3.251495638786504,94.47497122637192,1.5151664814681314,101535.17000532147
9.514642463646105,5.317167737709951,13.787295491868777,4.997162634131372,4.558209226478214,147.91743188715782,1.5019592648777145,101514.33267926332
12.801052324687177,8.263605521995622,17.412475110425717,4.886294597101079,5.5670578827472195,188.63256598246716,1.5904270429676446,101565.5098848689
15.82033876748248,11.101522395136953,20.58890518854984,4.864721256459907,6.0439631733511705,207.34046326745764,1.6460844351795136,101591.20236519702
17.566292281047033,12.78355784083176,22.360732942395945,4.795273336845664,6.064247482981928,202.63944715796978,1.629635152589641,101557.9706356243
17.41544360109766,12.785663169042376,21.99015105491693,4.716881792409047,5.611669796051228,173.95715323372227,1.6899358276616967,101531.09237582209
15.203261295167833,11.010153470348273,19.280202584689704,4.7830656450629645,4.552301697039802,125.47887278932026,1.8689218239056722,101505.16288318257
11.743645610581952,8.128809132369135,15.221057010192935,5.022733880654749,3.134213954359964,73.44224909298184,2.0243884126506786,101450.76935064622
8.283611363028795,5.138325854441535,11.312530621171803,5.256904726990316,1.9542426930441803,35.29224148165713,2.0087263319114617,101430.86850389399
5.727196993241028,2.8250481785847112,8.55652181175196,5.378695676596982,1.3840561608334607,17.570356050072053,1.9058235997615969,101497.36974411306
4.54999275913675,1.6269587544525501,7.449845945490391,5.404632034480906,1.4652255282344817,21.14968267746963,1.7655974775543362,101595.97892141576
