,ds,yhat,yhat_lower,yhat_upper
2051,1984-08-25,16.99832715465708,15.325553818089356,18.63462758674729
2052,1984-08-26,16.9303174871797,15.130335177304525,18.684433011082337
2053,1984-08-27,16.84212320828609,15.077491843195844,18.473173249333282
2054,1984-08-28,16.732413435392363,15.143433245882724,18.432158027559943
2055,1984-08-29,16.676093576234535,14.921862698651951,18.374768518868336
2056,1984-08-30,16.56414281530078,14.856372376754827,18.381883511401817
2057,1984-08-31,16.413520543041123,14.759934745513977,18.1641690095904
2058,1984-09-01,16.247178158844136,14.557060594328384,18.126147182935686
2059,1984-09-02,16.18156234816254,14.456189792672234,17.91958320205808
2060,1984-09-03,16.096869922061394,14.407358612287595,17.892634470378955
2061,1984-09-04,15.991454549838238,14.254482117129083,17.776082262584275
2062,1984-09-05,15.939913548950312,14.126731732451713,17.697458641826874
2063,1984-09-06,15.832932392705098,14.076936563307632,17.61364890054726
2064,1984-09-07,15.687197526842805,13.765442359849615,17.354332076546893
2065,1984-09-08,15.525413768091017,13.859479689480724,17.202174847290326
2066,1984-09-09,15.463812253651563,13.623476181290506,17.156411728432257
2067,1984-09-10,15.382408928240348,13.580021300538798,17.111595491274116
2068,1984-09-11,15.279413829827082,13.541418104410123,17.016236532411924
2069,1984-09-12,15.229319302279567,13.44915260874481,16.983804588840933
2070,1984-09-13,15.122744793160507,13.48107884434354,16.92487483109755
2071,1984-09-14,14.976348858715754,13.177241161716411,16.727444461266398
2072,1984-09-15,14.81284471148582,12.990463196685488,16.604818770740444
2073,1984-09-16,14.748505370722045,13.082084720943365,16.59967871873422
2074,1984-09-17,14.663418518878414,12.880576055555961,16.561069766182584
2075,1984-09-18,14.555891463324107,12.729973769526064,16.187058156506556
2076,1984-09-19,14.500534486114464,12.76357376922213,16.1954846884118
2077,1984-09-20,14.388100406264922,12.630272055969167,16.116829831484484
2078,1984-09-21,14.235391148970415,12.451342350988186,15.958863234332163
2079,1984-09-22,14.065267830386093,12.295367692251734,15.849907240680405
2080,1984-09-23,13.994150586784537,12.31289988453922,15.758650570148326
2081,1984-09-24,13.902268410354775,12.103202059239116,15.521273437269393
2082,1984-09-25,13.788059535457469,12.073249307187682,15.588460672482043
2083,1984-09-26,13.726250784404296,11.939565477451364,15.457688259727544
2084,1984-09-27,13.607693801495259,11.937492329729773,15.410693467353818
2085,1984-09-28,13.449269049436731,11.820317350835106,15.205612658262474
2086,1984-09-29,13.273894129928122,11.52210414053619,15.092977708381584
2087,1984-09-30,13.198022682913324,11.418729922463102,14.803522566295312
2088,1984-10-01,13.101894124869848,11.398684307966386,14.880512025712427
2089,1984-10-02,12.98393474124794,11.193172615016891,14.640782087291049
2090,1984-10-03,12.918838488278666,11.227681886147383,14.579756320448597
2091,1984-10-04,12.797405356281741,11.1903981081443,14.4896484408348
2092,1984-10-05,12.63644807233663,10.90290752714424,14.376038297439981
2093,1984-10-06,12.45880359188368,10.801004687642823,14.21311664239337
2094,1984-10-07,12.38083550965434,10.705997420894057,14.204739984227112
2095,1984-10-08,12.282687518799932,10.714590024359213,14.095797502022416
2096,1984-10-09,12.162688298967828,10.334197838702558,13.767309330746716
2097,1984-10-10,12.095436055926033,10.29159999029779,13.814353155664502
2098,1984-10-11,11.971640438429775,10.168818829439717,13.685796723823595
2099,1984-10-12,11.808032494079646,9.9446443606806,13.575137384581808
2100,1984-10-13,11.627379011662955,9.940335794948176,13.297714732353944
2101,1984-10-14,11.545987295528736,9.755396353523874,13.256864858806749
2102,1984-10-15,11.443960435750656,9.730884565086845,13.27008297776684
2103,1984-10-16,11.319603411277612,9.556536170336736,13.018473589541914
2104,1984-10-17,11.24750822770916,9.568155469498453,12.995020406729113
2105,1984-10-18,11.118395817254154,9.444311816958292,12.946963182038969
2106,1984-10-19,10.94902538675049,9.233021228723281,12.682912163463318
2107,1984-10-20,10.762207606299002,9.052482210932716,12.390396193640253
2108,1984-10-21,10.674307747997736,8.97260226541085,12.573501547314445
2109,1984-10-22,10.565498918655106,8.839131559610465,12.229169368458294
2110,1984-10-23,10.434165816750927,8.719817128157363,12.23929664469815
2111,1984-10-24,10.354987317633231,8.623049609548092,12.054378055106266
2112,1984-10-25,10.218775722185555,8.511880985105394,12.008362705960778
2113,1984-10-26,10.042383463714813,8.344216875893602,11.802668382836725
2114,1984-10-27,9.8487137715551,8.063038533549364,11.634943978710547
2115,1984-10-28,9.754221499887649,7.888360720904411,11.563033213207783
2116,1984-10-29,9.639164353997284,7.932762641477295,11.43222366783946
2117,1984-10-30,9.502005018603365,7.746561291571662,11.244462939824752
2118,1984-10-31,9.417492549817077,7.6903108159711255,11.158861620810923
2119,1984-11-01,9.27650090455428,7.567361602012603,10.964984688063419
2120,1984-11-02,9.095935420280604,7.34948113093904,10.821132964560364
2121,1984-11-03,8.898743740515862,7.1640870480186525,10.72259103196021
2122,1984-11-04,8.801417370385062,7.088334336761713,10.685551761754686
2123,1984-11-05,8.684244049911872,7.043663648436015,10.444075885324667
2124,1984-11-06,8.545711386460605,6.904832140981209,10.24636881054648
2125,1984-11-07,8.4605900282444,6.809092303414293,10.199846937592103
2126,1984-11-08,8.319774159638495,6.511467929658755,10.115562528583485
2127,1984-11-09,8.140190028115196,6.376880524253401,9.776881497355907
2128,1984-11-10,7.944808889096607,6.156465755276991,9.784270871088507
2129,1984-11-11,7.85015044200811,6.072938109788883,9.597329050450616
2130,1984-11-12,7.736536836686067,5.873219764319647,9.575472732523302
2131,1984-11-13,7.602497589791604,5.898731345807878,9.237705362363652
2132,1984-11-14,7.522853602360774,5.715215424667554,9.152966266054051
2133,1984-11-15,7.388557983261116,5.715664225309196,9.097172510764448
2134,1984-11-16,7.216604330650127,5.442933719610991,8.901697348670483
2135,1984-11-17,7.030038821078737,5.316313453830019,8.739037883854971
2136,1984-11-18,6.945462166103245,5.211547464760665,8.808866444233251
2137,1984-11-19,6.843281526741226,5.035606981066045,8.542633858337922
2138,1984-11-20,6.722112761738777,5.0731276765554725,8.584239080173917
2139,1984-11-21,6.656861261899696,4.985983703422407,8.37011189715366
2140,1984-11-22,6.538559159928449,4.7832840630630376,8.329794748144806
2141,1984-11-23,6.384269674042427,4.6585641602038095,8.032994112753284
2142,1984-11-24,6.217095059727085,4.43329915581868,7.9130169666899075
2143,1984-11-25,6.153674369145864,4.442077583713969,7.829823551097707
2144,1984-11-26,6.074431258837998,4.2635171019704226,7.631812343342367
2145,1984-11-27,5.977972377823682,4.338718923743532,7.650080189493655
2146,1984-11-28,5.939164745231628,4.24657400552113,7.688764977318977
2147,1984-11-29,5.848970059133293,4.086708032642585,7.5153656503752195
2148,1984-11-30,5.724346837059026,3.981001142823492,7.351784909056645
2149,1984-12-01,5.588256989556374,3.837029113620423,7.262930336145286
2150,1984-12-02,5.557163133141149,3.8036007804304024,7.229849305387248
2151,1984-12-03,5.511276965559705,3.794588322913842,7.286606375759322
2152,1984-12-04,5.448959289437257,3.6304682248460645,7.136686496418416
2153,1984-12-05,5.444800116074441,3.636888754040923,7.252383711576232
2154,1984-12-06,5.389456780338415,3.7587762207301707,7.143836179548815
2155,1984-12-07,5.299560921917736,3.412462344065463,7.1463281836914385
2156,1984-12-08,5.197730854605783,3.489803922595736,6.980622434382078
2157,1984-12-09,5.2000755203195075,3.421817990774941,6.89659474086851
2158,1984-12-10,5.186450189018677,3.4814163229958477,6.915993220029124
2159,1984-12-11,5.154864352878007,3.5194143844617995,6.905530911705634
2160,1984-12-12,5.179570015408146,3.3523114260150106,6.914984529474987
2161,1984-12-13,5.150908108676849,3.3713812465329496,6.89192411827195
2162,1984-12-14,5.085223662247102,3.2398985411877668,6.757240717751074
2163,1984-12-15,5.004886010690908,3.370951871173979,6.925458848823363
